27636 0
28073 3270
29077 4043
30078 3806
31081 3825
32082 3920
33084 4015
34088 5000
35093 3934
36096 3890
37097 3864
38097 3972
39098 3987
40102 4121
41104 4089
42105 4023
43686 2478
44688 4351
45691 4187
46694 4188
47698 4206
48703 4169
49705 4225
50710 4200
51715 4130
52715 4171
53719 4152
54724 4195
55725 4185
56727 4186
57727 4195
58732 4189
59733 4178
60736 4213
61737 4144
62740 4117
63744 4201
64749 4215
65753 4206
66754 4218
67755 4193
68760 4173
69763 4184
70768 4171
71771 4224
72772 4144
73773 5774
74775 4045
