34915 0
35707 2821
36709 3238
37710 3599
38712 3575
39713 3702
40713 3445
41714 3778
42718 3553
43721 3850
44722 3559
45722 3505
46723 3917
47724 3640
48730 3544
49731 3618
50736 3854
51737 3482
52738 3624
53739 3738
54740 3796
55741 3824
56747 3571
57752 3471
58754 3714
59756 3617
60760 3439
61762 3074
62786 2865
63786 3299
64788 3525
65792 3244
66794 1030
67796 3485
68797 3549
69802 3363
70804 3559
71807 3505
72809 3323
73813 3352
74816 3388
75833 3336
76820 3334
77821 2762
78823 3371
79828 3277
80829 3294
81831 3266
82835 3223
83843 3118
84847 3076
85852 3185
86855 3319
87857 3511
88859 2798
89866 2754
90864 2503
91865 2193
92865 2435
93867 2645
94871 2492
95875 3197
96876 3660
97877 3890
98881 3955
99886 3991
100886 3979
101887 3872
102890 3935
103890 3487
104895 3092
105898 3493
106902 3943
107903 4017
108907 3899
109908 4007
110909 3765
111913 3255
112917 3425
113920 3513
114924 3317
115929 3197
116930 3286
117931 3088
