1013 0
2123 3970
3064 15984
4060 33286
5078 43007
6028 41833
7034 42651
8108 31829
9097 24060
10093 34010
11038 28950
12093 20912
13080 24757
14097 25688
15105 32542
16057 37196
17059 37951
18101 32590
19107 36270
20064 36990
21066 34899
22096 37763
23070 36825
24073 37375
25095 36489
26123 38624
27077 37965
28110 36117
29124 38017
30142 29761
31190 29261
32111 27900
33126 27842
34130 30522
35151 36253
36104 38465
37114 35922
38130 38138
39190 27730
40192 28468
41158 21297
42205 27993
43256 25699
44182 26564
45137 22125
46159 24285
47172 28561
48197 32803
49191 24104
50138 34231
51160 35226
52190 34338
53206 26592
54178 22580
55206 28244
56158 35376
57158 35725
58173 35762
59206 36199
60167 37327
61169 36170
62187 36853
63232 35556
64176 35797
65180 35942
66199 36883
67224 37387
68192 38181
69197 37412
70203 38438
71236 38112
72266 30864
73204 26736
74205 23929
