14054 0
14089 514
15095 1914
16098 3825
17100 3085
18103 3399
19104 3320
20108 3098
21113 3402
22115 3200
23118 3472
24121 3027
25123 2998
26124 3212
27126 3542
28131 3319
29135 3426
30138 2981
31143 3756
32148 3551
33153 3664
34156 3697
35157 3777
36158 3674
37200 3407
38201 3829
39213 3388
40215 3738
41241 3427
42243 3831
43248 3686
44250 3791
45253 3843
46255 3956
47261 3953
48266 3954
49268 3964
50272 3909
51276 3982
52281 3923
53282 3977
54283 3973
55284 3995
56288 3960
57292 3955
58295 3911
59298 3983
60304 3905
61304 3865
62306 3911
63311 3965
64312 3962
65314 3970
66318 3947
67320 3956
68323 3973
69328 3951
70333 3964
71336 3994
72341 3945
73345 3968
74348 4031
75350 3869
76350 4020
77355 3963
78360 4046
79361 4090
80363 4015
81364 4022
82364 3937
83366 4006
84368 3959
