1060 0
2071 31660
3017 34229
4020 35987
5058 35370
6092 35891
7031 36674
8047 35589
9073 34051
10099 35591
11039 36062
12063 33166
13082 36359
14103 36974
15054 36341
16069 37417
17168 34417
18060 36319
19066 35435
20088 36500
21113 35269
22072 36912
23077 32422
24091 37039
25121 37462
26083 35778
27092 35149
28114 35159
29134 34748
30096 34890
31095 34616
32108 33086
33143 30485
34160 31620
35110 29446
36112 30051
37122 30425
38154 31593
39196 30563
40121 31637
41148 30101
42163 31999
43191 25326
44191 20084
45146 27269
46177 28280
47179 24599
48220 33587
