1008 0
2034 44372
3063 44672
4016 44848
5036 45323
6066 45961
7023 45704
8035 42577
9072 43513
10034 44471
11051 44623
12077 43363
13044 45215
14047 44888
15069 44038
16102 44470
17057 44528
18070 44986
19103 42806
20071 45037
21074 43796
22089 42054
23128 45871
24081 44969
25086 45220
26128 44589
27092 45199
28095 45286
29129 45790
30100 46324
31102 45821
32116 42932
33155 45739
34108 46173
35118 44166
36148 46158
37112 45663
38126 45148
39166 45814
40121 45306
41125 44818
42169 44523
43127 44812
44131 44683
45147 45894
46186 45154
47139 44867
48149 45384
49177 45676
50145 45431
51145 45533
52159 46037
53189 42335
54154 46375
55158 42725
