34273 0
35268 3241
36275 626
37276 3212
38278 3149
39284 2855
40284 3241
41289 3353
42293 3131
43296 3116
44299 3164
45302 3290
46306 3046
47313 3394
48314 3028
49315 3010
50321 3099
51326 2900
52328 5062
53330 3620
54336 2967
55339 2597
56341 3035
57342 2956
58343 3055
59346 3487
60359 3222
61355 3199
62359 3216
63360 3192
64362 3441
65363 3489
66367 3520
67371 3536
68374 3587
69377 3607
70380 3585
71381 3548
72381 3173
73383 3208
74384 3417
75388 3563
76391 3511
77392 3627
78392 3648
79395 3480
80396 3381
81397 3485
82398 3564
83400 3448
84405 3408
85410 3408
86410 3121
87425 3169
88426 3440
89428 3336
90429 3390
91432 3463
92435 3308
93438 3292
94440 3276
95442 3368
96442 3382
97447 3192
98449 3529
99451 3119
100455 3369
101456 3623
102459 3612
103461 3615
104464 3562
105468 3624
106473 3586
107474 3596
108479 3601
109483 3594
110484 3481
111488 3568
112491 3560
113492 3480
114494 3567
115496 3361
116500 3517
117505 3475
118506 3480
119506 3573
120507 3541
121511 3606
122514 3532
123516 3592
124519 3613
125520 3617
126521 3605
127524 3086
