1011 0
2013 49093
3014 46913
4014 61784
5015 96071
6016 100851
7016 121156
8020 113195
9020 159164
10024 129343
11024 62663
12025 64527
13096 65464
14098 12051
15099 99616
16099 128164
17103 146334
18107 138151
19111 135378
20113 119125
21114 107920
22114 115938
23114 143878
24115 113690
25118 75577
26119 120754
27124 145814
28125 115854
29125 138483
30126 162217
31127 150883
32127 145758
33128 138281
34128 163262
35129 157228
36129 182604
37129 184677
38130 164414
39130 158728
40131 126474
41136 120249
42136 140212
43140 110370
44141 179064
45141 177276
46143 92586
47144 109382
48148 116948
49148 195504
50152 117314
51155 123294
52157 105993
53161 110835
54162 86624
55162 136015
56163 90871
57163 62744
58164 36571
59164 90036
60165 141582
61166 197362
62168 138898
63170 164538
64174 158521
65174 177888
66180 151328
67182 197717
68183 173337
69186 173224
70187 151800
71188 140799
72191 157834
73191 184628
74196 173810
75196 186240
76197 156807
77199 155197
78203 123282
79207 106629
80208 105834
81208 154992
82209 145058
83209 152844
84214 147208
85216 142454
86219 123278
87224 161389
88227 143242
89231 153159
90233 133616
91236 139601
92238 124283
93240 148762
94243 137375
95246 159876
96248 130674
97251 166055
98252 133124
99254 169596
100257 108215
101262 135080
102261 83015
103262 148455
104262 154568
105266 145778
106270 187768
107275 141499
108276 125653
109280 131290
110283 192015
111286 164394
