1013 0
2017 44249
3030 43067
4073 45185
5028 43791
6028 40260
7052 43297
8079 43684
9035 42625
10037 43740
11055 44727
12077 44775
13040 42701
14048 45125
15085 44986
16041 45438
17050 43438
18117 34989
19060 15425
20115 22563
21107 38788
22058 44388
23096 33445
24092 29606
25105 38026
26070 36520
27076 40878
28106 38779
29124 40828
30081 43240
31082 43334
32128 38807
33085 20206
34098 27211
35091 25882
36203 13680
37113 9264
38172 11116
39175 15543
40107 21465
41134 14922
42109 25007
43127 22026
44152 24841
45145 24258
46124 22297
47114 31124
48123 23856
49173 30547
50165 31548
51246 24364
52128 26266
53133 29023
54161 27365
55251 23093
56132 21061
57174 23272
58151 18531
59243 23060
