1040 0
2085 25137
3075 32564
4067 35923
5060 34525
6032 33175
7068 35281
8071 34512
9042 34290
10071 35248
11059 35293
12082 33906
13061 30827
14066 34923
15084 34711
16118 35034
17098 34838
18071 33837
19107 34883
20088 34237
21129 32557
22078 33836
23083 30269
24091 29930
25103 31671
26134 32152
27094 31278
28117 31673
29158 31734
30155 31438
31151 30853
32120 30685
33182 30723
34157 25459
35114 30499
36147 29451
37148 30377
38159 30317
39168 30486
40182 29910
41178 30594
42161 30562
43163 29051
44212 28185
45150 29261
46162 31927
47174 32602
48186 32967
49148 32592
50190 25958
51210 23800
52170 29509
53226 24099
54180 31113
