1008 0
2012 42487
3039 43926
4063 39818
5019 42490
6023 38166
7059 39652
8061 42543
9030 40014
10035 44196
11059 43232
12088 44236
13040 43363
14048 41361
15065 43914
16083 44718
17049 44248
18050 44200
19066 44951
20086 45527
21063 44188
22068 42900
23080 42702
24121 43152
25072 41628
26074 44273
27103 44109
28137 42630
29085 44163
30090 45199
31101 45098
32124 43702
33093 44842
34096 42893
35110 41936
36145 44659
37109 43770
38114 42991
39138 44692
40165 43633
41126 43832
42130 42857
43151 44478
44191 39429
45140 32599
46140 37016
47168 38392
48182 39603
49145 42711
50149 36747
51189 37944
52202 34870
53155 36697
