1492 0
2500 4948
3374 5550
4254 5060
5414 5525
6214 5951
7072 5135
8219 6096
9179 4714
10100 4548
11964 2831
12654 4359
13517 4853
14115 3493
15279 5650
16297 6656
17321 4241
18208 5140
19245 4462
20204 4416
21124 4938
22402 5685
23200 5110
24781 5376
26106 3178
27808 1552
28638 2997
29400 5892
30365 5588
31439 3693
32223 6053
33639 4540
34388 4308
35176 5714
36657 4348
37202 7691
38379 3519
39112 5807
40298 5095
41384 5754
42427 6622
43202 5400
44282 5962
45363 5859
46162 7132
47230 6121
48379 5469
49450 5636
50213 5259
51423 5576
52215 5970
53302 5827
54403 4984
55305 4835
56432 5630
57411 4342
58196 5557
59323 5915
60168 5073
61305 5494
62224 4605
63438 3457
64206 5748
65367 5615
66524 5688
67252 5806
68817 3890
69191 5213
70326 4902
71646 1480
72673 4217
73577 4726
74772 5249
75790 6563
76830 6394
77893 5896
78627 6147
79621 6279
80698 6134
81716 6442
82780 5846
83865 5947
84564 5954
85735 5361
86808 5945
87868 6146
88590 6080
89719 5487
90820 5566
91953 5665
92601 6655
93692 6298
94798 5844
95986 5409
96693 6019
97823 5578
98962 5604
99756 5221
100589 4954
101727 5696
102866 6165
103665 5797
104785 5858
105626 5043
106789 6073
107863 5834
108927 6294
109641 5948
110807 6204
111685 4936
112718 6379
113734 6299
114770 6155
115785 6037
116786 6290
117787 6479
118913 5651
119780 4648
120766 6685
121951 5178
123037 5895
123882 5634
124785 5053
125852 5406
127006 5328
127816 5180
128875 4387
130009 5551
131004 4215
131786 5323
133027 5460
133893 4931
135220 4699
135994 5487
137028 6131
137758 6336
138828 5654
139934 5512
140701 5208
141803 5901
142961 5398
144010 6046
145022 6217
145720 6287
146836 5699
147863 6125
148919 6117
149976 6129
150731 5655
151779 6189
152850 5886
154025 5387
155103 6284
155873 5477
157031 5663
157838 5593
159049 5445
159803 5705
160851 5825
162017 5679
162812 5651
163943 4213
165150 4888
166601 3292
167223 6504
168275 4003
169284 2617
169941 3389
170783 2827
171960 5606
172967 6282
174012 5947
174774 5468
175972 3296
177699 3195
178509 4402
178945 4873
180110 4392
180862 3720
181902 4254
183106 6009
184323 4150
184847 5708
185935 4248
187277 4604
188080 3078
188844 5409
190136 5325
191254 3491
192122 2323
193389 4463
194067 3460
195221 4214
195831 4127
197233 4810
197908 3388
199156 4030
200167 5059
201131 4594
202027 5162
203499 4128
204439 3144
205079 3575
205916 4945
207085 5087
207862 5420
209045 5297
210093 6395
211076 6441
211858 6546
213032 6045
213860 4958
215121 5080
215859 5559
216866 6345
217893 6177
218902 6671
220047 6178
221086 6632
222063 5938
223056 5991
224226 4870
224979 5116
226172 5124
226932 5547
228270 4690
228967 5720
229997 6302
231053 5777
232185 5430
232933 5223
233951 6179
235055 5488
236087 6221
237207 5552
237950 4810
239204 5031
240148 4475
241021 4798
242256 5002
243193 4680
244095 4196
244998 4594
246189 3612
247289 3948
248051 2560
249097 4428
249994 4430
251206 5125
252028 4791
253251 4937
254285 3881
255148 4610
256260 3720
257192 4593
257993 5097
259229 5219
260132 4178
261221 6021
262371 5416
263190 4852
264040 4723
265287 4829
266152 4245
267201 6688
268220 5726
269108 4377
270347 5238
271113 4223
272198 4045
