1007 0
2016 44853
3041 45038
4014 42565
5015 39823
6031 45571
7068 44162
8095 30402
9022 30034
10052 23805
11045 42856
12082 43758
13027 44305
14037 43569
15054 43904
16079 44331
17037 44839
18040 45579
19079 43286
20093 44370
21044 44330
22057 44441
23082 44795
24056 40535
25056 26917
26078 32411
27112 29894
28064 28796
29060 33016
30085 33107
31096 38196
32067 45274
33072 44776
34082 40389
35128 42768
36078 44561
37085 45451
38112 44932
39079 46086
40080 44934
41107 45319
42120 44890
43082 45483
44082 45122
45116 45196
46137 41392
47088 45295
48104 44926
49127 45826
50096 45592
51097 44678
52124 44139
53151 45585
54103 44707
55115 45575
56146 41831
57112 45859
58118 44652
59131 45336
60159 45100
61131 45725
62132 44753
63144 45664
64175 42558
